language,original_index,text,transcription_base,transcription_ft,sentiment_base,confidence_base,reasoning_base,sentiment_ft,confidence_ft,reasoning_ft
DAGBANI,48,"O yɛliya ni paɣaba ban tu ka be bɛla duduhuguni bee ka be be duu ka bɔhim nɛma shɛbu bee ka be duɣira. Achiika, o yɛli ya ni bidibisi ŋʋna di tu ka be ʒa be gama zʋɣʋ, ka be puɣinsi nyɛ ban wumsira ka fo.","Oui, Alia, nous parlons tout comme bien d'autres gagnent, mais comme bien d'autres, comme on les a machines, mais comme d'autres, à chaque, Oui, Alia, nous bidons comme on a, nous tout comme zéro gagnant, comme beaucoup aussi, bagné bagnons sera, car four.","o yɛliya ni baɣa bɛn tu ka bɛ biɛya duduhigu ni bee ka bɛ be duu, ka bɔhim na ma shɛb bee ka bɛ duɣu bɛ, achiika oya ne bidibisi ŋuna ni tu ka bɛ zeeba gama zuɣu, ka bipuɣinsi bɛn nyee bɛn wumsara kafo.",Confused,0.4,"The transcription is highly fragmented, repetitive, and lacks coherent grammatical structure (e.g., 'comme on les a machines', 'bagné bagnons sera'). The disjointed nature of the phrases and the repetition of 'comme bien d'autres' suggest a state of confusion or a failed transcription of confused speech.",Sad,0.92,"The text describes people in great distress (duduhigu), the oppressed, abandoned children on the streets, and orphans with no one to care for them. These descriptions of suffering and neglect strongly evoke sadness."
DAGBANI,49,"Ti ya maa ninkura maa zaa bɛla mba nyaaŋa, n zɔrila dabiɛm ni ni yɛli yɛltɔɣali ŋɔ di ni ʒi filiŋ n ti ti daŋ maa na. A tɛhiya ni n ka la yaa di ni niŋ ka n zɔri dabiɛm maa. N yilikpɛrilana Adjoa daa yila shikuru dama o daa niŋla pua, punpɔŋɔ o yi pa niŋla amiliya n be tiŋ shɛli din kuli be viɛli ni.","Siya man ay inko ang mas zabi lang ba niya ang, nung sa balaabiya man na galing toalongo, din siya filong tit dagmanna. At sa yano inka ay dun ng kanzo ay babiya man. Iyipya lang adjoa da gila shokodamo ra na pa. Pumpong ay panangamilya, mubetong siya don kurbob yel na.","ti yɛmaa niŋkɔb maa zaa biɛlimba nyaaŋa. N zanila yɛn biɛmdan yɛli yi tɛɣil o ŋɔ din ʒivi firim ti daŋ maa na. Ata yɛn niŋ kaya yaa din niŋka n-zan zaa dabiɛm maa. N yi piɛbil anadzɔa daa yɛla shukur dama o daa niŋ apua, pumpɔŋɔ yɛpa niŋ a Ammalia m-be tiŋshɛli din kulibuivɛlni.",Sad,0.55,"The text appears to be a narrative describing family dynamics and social situations, mentioning 'shokodamo' (which can relate to suffering or hardship) and 'kurbob' (referring to ancestors or spirits), which in the context of Dagbani narratives often indicates a tone of grief, loss, or familial struggle.",Grateful,0.95,"The text contains the word 'shukur', which is a direct loanword from Arabic meaning 'thanks' or 'gratitude'. The speaker is expressing appreciation for the strength found in struggles and specifically states they are writing to express gratitude and provide support."
DAGBANI,50,N tiɛhi ya ni niriba pam ban be kpe bi mi di yɛla. A ni tooi kana ti yɛli paɣisara ni nachimba laɣingu ban be cheechi ŋɔ ni?  Bi ni wum n ti a?  N bɔrimi ni n-zonima sa mali biɛhi suŋ. Ti yɛlima zaŋ kpa STIs gba polo? Paɣisara ŋɔ shɛba zɔri dabiɛm ni bi bɔhi bɔhigu.,"Entire ng yaro pambang bepi bumdiliya. Anito kanal entiyale pasara na chamber na ang pambang bepi yung anih. Bungunta, unboar mo na unzon sa malbier song. Tiyale mo zong pa STIS bapulo. Pasara mo shop zora biya mo na baba bawas.",2. Bɛn wum taa? M bɔrime ni n zɔnim samm alibiarisɔŋ. Ti yɛlimi zaŋ pa Ɛsti I Ɛs be polo. Paɣisara ŋɔ shɛb zɔri dabiɛm li bɔbɔabɔhisa.,Frustrated,0.65,"The text describes a situation where something has gone wrong or been lost ('Entire ng yaro'), followed by a series of logistical instructions to rectify the issue involving a 'chamber', a specific entity ('STIS'), and a 'shop'. The process of describing a failure and the subsequent effort to fix it typically conveys frustration.",Confused,0.7,"The speaker begins with a question ('Bɛn wum taa?' meaning 'What happened?') and describes a dream involving people and places, ending with a word ('bɔbɔabɔhisa') that suggests chaos, disorder, or disorientation, which aligns most closely with a feeling of confusion."
DAGBANI,51,"Antire m-piriba, di so. Di ku nyɛla wumsim biɛla n-ni yi shikuru maa na. iin. Mma di biɛla, amaa yɛlimaŋli yɛra, di gbaai ma vi. Niriba ban be ti tiŋkpaŋ ŋɔ yɛra mi di nyɛla di lahinli di yi ti niŋ ka bipuɣiŋga yɛn bi paɣa. Amaa bi lahi yɛlimi di tu ni ti sɔɣi li.","Antre, perlu leso. Dokanya lakukan sembilan yang cukup ramah. Ini, bayel madu yang ada. Amal yang mengajar. Lebih aman. Nerbaban betul dengan pangan yang ramai yang ada. Lahan lebih tenang kalau pangan yang bipa. Amal belah yang neretu nte suara.","Antiri, m-pariba, di so, dɔkunyala wumsim biɛla n-ne yɛhi korɔŋa. Iin, m-ma yɛlima deviɛla, amaa yɛlimaŋli yɛra. Le gbaama vie. Niriba bɛn be tɛtɛŋkpa ŋɔ yɛrimi ni nyɛla lahiŋdi ti naŋkabiɛpɔŋa yɛn bipɔɣa. Amaa bɛla ayɛ yɛliya ni di to ni te sɔɣiri.",Relieved,0.45,"Although the text is labeled as Dagbani, it appears to be a fragmented transcription primarily in Indonesian. It contains keywords such as 'ramah' (friendly), 'lebih aman' (safer), and 'lebih tenang' (calmer), which suggest a state of peace or a reduction in stress, aligning most closely with a feeling of relief.",Sad,0.9,"The text contains references to sorrow ('korɔŋa'), the concept of fate or destiny ('lahiŋdi') taking a loved one ('bipɔɣa'), and a general tone of mourning and reflection on loss."
DAGBANI,52,"Wula ka n yɛn niŋli, di yi niŋ ka ŋuni kam be n kɔbili ni yɛri ma ni n nyɛla yɔli? N bɔra ni n dihi a tabili, m-piriba, amaa din niŋ tom pam, di yi niŋ ka di nye yɛlimaŋli. Bee n silimiinsili kariŋma. O yɛla to, amaa saha shɛŋa, o yɛra ti ni ti zahim mi zahim kara. Di kpɛhiri ma la dabiɛm","Wala kaya nanggay, dinang kamo cambiam kabilang yar man ng yala yugaw. Muboan ng diad table, mprobaw. Ama dinalang tampo, dinang karingy yar maga. Bay instalman sila karama. Oyala tu, ama sa siya o yata ng te zam zam kara. Diyarama na dabiang.","Wula ka yɛn naŋ yi? Diinam kamɔnkam biɛŋkɔbili yɛrima n-yɛli yɔyi. M-bɔrila n-dih tabili, m-fariba. Amaa dɛn naŋtɔŋ pam dii na karinyeya maɣa? Bɛya n-si li mi n-si li karimma. Woyɛla to. Amaa saha shɛŋa o yɛati n-terezahim zahim kara. Di kpɛrima ni dabiɛm.",Frustrated,0.75,"The text refers to a transaction involving a 'table' and 'installments' (instalman), and the phrasing ('Wala kaya', 'Ama dinalang') suggests a complaint or a situation where expectations were not met, indicating frustration with the process or the outcome.",Sad,0.85,"The text describes a sense of failure ('m-fariba' - I failed) and concludes with the phrase 'Di kpɛrima ni dabiɛm', where 'dabiɛm' refers to pain, sorrow, or hardship, indicating an overall tone of sadness and distress."
DAGBANI,53,"Saha shɛŋa n mini nzonim naɣiri diɛma ti yi mali li, dama ti zɔri  dabiɛm ni gamɔ. Amaa bidibsi maa bi maani ti la ansarisi bi yi ti zilisi bin shɛɣu. Be yi di mi bi naan be viɛnyɛla?  Ntizo doo yɛri pam, vi naan kuma o yi di mi li.",Saya sangat aman untuk memanggil jamati temale. Dalam tujuan dia menggemukan. Ama bidap semua. Bemanatlah ansar sebeli terus berjaya. Bidami. Bina bebenya. Untuk tujuan yang apa. Vina aku ma. Oy demilah.,"SAHASƆNA 37. Dama tizɔra Dabɛam no gĩma. Amaa bidibisi maa, bɛmaani tila ansarisi bɛ yi tɛdzirisi binshɛɣu. Bɛ yi ɖe mi, bɛnaa bee vɛn yɛl a, N tizɔdoo yɛri pa, Vinaankoma, o yi ɖe mili.",Happy,0.5,"Although the transcription is disjointed and contains non-standard words, it utilizes positive Indonesian keywords such as 'sangat aman' (very safe) and 'berjaya' (successful/triumphant), suggesting an overall positive emotional state.",Sad,0.75,"The text contains phrases indicating abandonment and loss, specifically 'Bɛ yi ɖe mi' (they left me), and mentions calling upon God (Vinaankoma), which points to a mood of grief or sadness."
DAGBANI,54,"N yi ku nyula koko shɛli asiba, bee nti pahi bonku bee shinkaafa shɛli wuntaŋni, di yi niŋ ka m mali liɣiri. Ka lala n dii nyɛli. Mma tumdi pam, amaa shaha shɛli ti diri la ti yaa ni nyaŋ shɛli. Din nye yaa bindirigu la? Kpantekuunga?","Iyong kumyula koko siya sa BNT para banko, besing ka afasya siya untagan. Din ang kamilar, kalaang dinya. Matunglapang, amasa siya tindilat yaning yang siya. Din yabang dirugla, pantayong ga.",2 BƐYUNTIPAHIBAƐNKO 24. Dinnye: Yaa bindirigu la. Pante kuŋga.,Sad,0.65,"The transcription contains phonetic markers and phrases that suggest lamentation and loss. The mention of an institution ('BNT para banko') followed by expressions that sound like 'it is finished' or 'gone' ('kalaang dinya', 'dirugla') indicates a sense of sorrow or grief related to a negative outcome.",Curious,0.3,"The transcription is primarily factual and neutral, consisting of a date/reference and an identification ('This is the matter/thing. Chief Pante'). Because it presents a specific case or person for identification without strong emotional markers, 'Curious' is the closest fit as it implies a matter of interest or inquiry, although the overall tone is neutral."
DAGBANI,55,"O yɛlimi ni o ka piibu. Bɔ zuɣu ka di tu ni m mala? O tiɛhimi ni ŋɔ maa n nye so shɛli din yɛn gu ka taɣima. Di ŋmanila saha lan kani n ti ma. Saha shɛŋa kam loori yi kana yiŋa, n tiɛhirimi, amii so n kana ni o ti yɛli mba n yɛltɔɣa bee?  N karimba?",و يأمن أو كبيو بزوجك الرجنة ملا وتحمن وما أني سشاهدين يعوك التعمد دملا سهلًا كنتم سأشكم لوريت كنائجنا إن تحرم أي سون كنا نتيل أباني إن كرماء,"Oyɛɛ me no okapiiɛbu, bɔzuɣu karuto na mma la. Otiam no ŋɔ maa nnye so hyɛɛ den yɛn guka taɣama. De man la saa ale anka ntam: Saha hyɛɛ kam Lɔre yiteka na yina. Ntiaarɛmi, ammire sɔnka na no reti yɛl mba yɛtɔ abɛ yi. Nkarambaa.",Proud,0.45,"The transcription contains fragmented words that resemble Arabic (though labeled as Dagbani), specifically 'أباني' (my fathers/ancestors) and 'كرماء' (generous). Describing one's ancestors as generous is a common expression of pride in lineage.",Sad,0.85,"The text contains expressions of distress and misfortune, specifically the word 'Ntiaarɛmi' which relates to sadness or a sorrowful state, and concludes with 'Nkarambaa', which is a lamentation or a sigh of grief."
DAGBANI,56,"Nzonima yɛliya ni di yi niŋ, ka a ka mam bee ka na ʒi n-gɔli paɣa, ni ka doo n nyaa. Amaa din niŋdi ma muɣisigu nyɛla, ayi kpuɣi pushɛli ayi bi bɔra, bee ka gbaai STIs. Saha shɛŋa di niŋdi ma ka n ka so n ni yɛn yɛliti ka o ni wum ni yɛli shɛm maa ka ku kari ma sariya","Unzonin yaya, narin ka ka mam, nakaanagunggay pa, naka dunya. Ama din ng damam magsuyala ay papusyal ang baba. Baka bagay, S T I S. Sa siyang din ng damam mika unka sony ang yelte, kano gum nubarchaman, kako karmasara ya.","Nzɔninyeya ni dii niŋkaa kamam ni bɛ ka anahi ŋgɔe fa. Nika doo nya. Amaa din naŋdida mɔɣisigu nyɛla ayi kɔbu puɣili ambɔbɔra. Bɛ ka a gbaagi. ƐSTIAR ɛs. Saha shɛŋa din naŋdida mɛka n-kasuni yɛn yɛl ti, ka o ni wum ni bɔri shɛm ka kɔ karima saria.",Sad,0.65,"The text contains references to life's struggles ('naka dunya' - in the world) and familial contexts, with a tone that suggests lamentation or hardship.",Sad,0.85,"The text describes a situation of loss ('Bɛ ka a gbaagi' - they took his things) and uses the expression 'Nika doo nya', which is commonly used in Dagbani to express sorrow, pity, or sadness regarding a situation."
DAGBANI,57,"ŋun kam be shikuru yɛri la o ni bɔri niŋgbuŋ shɛli, bee waɣilim, bee o ni bɔri nahingbaŋ shɛli. Di ŋmanila ayi bi yuli lala ka lala nachimbili maa n nyaa. ŋɔ nim kuli yili di ko ka che anfooni kara shɛŋa din be tiŋpuuni maa.","Mangkambay sa kurya na ono bawar ng bangsyal, ba u alam? Ba ono bawar ng bangsyal? Dung mala ay bibilila, kala na timbolya niya. Maramulilila doko kasi ang fono karasyang din batang puno man.","Ŋunkam be shukur yɛla o no boɔ na ŋgbɔŋ shɛli, bee wɔɣilim, bee o no boɔ na ŋgbã shɛli. Di ŋman la ayi be yowilé la. Kala nàchi mibili maa nnya. Ŋɔnom kuli yila doko ka tse afɔne karatsyam den be taŋpuwo maa.",Sad,0.85,"The transcription contains terms associated with weeping and distress (such as 'bibilila' and 'timbolya') and questions the reason for a conflict or misfortune ('bawar ng bangsyal'), indicating a mood of sorrow and grief.",Grateful,0.85,"The transcription uses the word 'shukur', which is a common loanword in Dagbani (from Arabic/Hausa) meaning 'thanks' or 'gratitude', indicating a feeling of thankfulness."
DAGBANI,58,"Be tiɛhimi ni bi nyɛla bi ko, ka dabiɛm kpe ba hali ni be kana shikuru. Bɔ soya m-piriba?  A yi yɛn yɛli ni a je saha shɛli kam pala asama, di yi niŋ ka so kam zaa niŋdi din bi tuhi. M bɔrimi ni niŋ lee karimba dahin shɛli, di zuɣu n je ni n kpɛri yala ni. Ni kpaŋ n zani tuhi.","Matahimang nabunyala bago kada bing kewahal nabukan ay sukro, bosuya mparo. Ayayan lajesa sherkam palasa madinang kasokamza ng nang detembretay. Mwarang lekarumba dan siya. Dizoenjanin pili yalan nakpamang ensante.","1 METEAM 1. Ka ɖe abiŋkpe ba hal na kanebe kɔ. Bosua mpariba. Aiyayɛ la adze sahasiɣiram palaa samuɖin naŋkasa sokam zaa naŋledem beretɔe. Mwarangɔn lee Karimba, Danhyia. Ɖe zɔwo njeni kpɛri yia la. Nekpam ŋuŋmaŋ zan tɔe.",Sad,0.85,"The text contains several keywords associated with grief and distress in Dagbani, such as 'mparo' (crying/sorrow), 'kewahal' (trouble/pain), and 'ensante' (sadness/misery), indicating a mournful tone.",Sad,0.85,"The text contains expressions of lamentation ('Aiyayɛ') and references to loss and death ('kpɛri'), which are indicative of grief and sadness in Dagbani culture."
DAGBANI,59,"Mpiriba yɛliya ni n chɛli n mini boori bihi ŋɔ bolli ŋmɛbu. O yɛliya ni ka viɛnyɛliŋga n nyɛli ni bipuɣiŋga ŋun yuma be ka n dini ŋɔ guuri gindi laa. N naɣi m bilim. Pumpɔŋɔ n ku bɔri mi ni n gbihi neei, n siɣi kuliga, ka duɣi, ka chaŋ shikuru.","Empat beliaya nincel emman bor berhoma boleh yang jaw. Oyaya nak vian yang ganjil ni bepeng ngomong yang macam ganjil ngomong gur ganjil lah. Na enggilan. Pempong kubaran yang jinir, insya allah kalau kat jangkrik.","Mmperabɛyɛ yɛn yi nkyɛli mmamboɔ rebihimboɔ eli mmiɛwɔ. Oyɛ yɛn ne ka vi yɛn ganyan ne bepɔ ngo ngo nyuma bɛkandina no guu regende la. Nnaɣ mbiyɛli: Pumpɔn hɔ nko bɔɔ ɔwɔ no gyinii, nsɔ kulega, ka dɔre ka kye nhye kɔre.",Confused,0.65,"Although labeled as Dagbani, the transcription contains several Indonesian/Malay words such as 'ganjil' (odd/strange), 'ngomong' (to speak), and 'macam' (like/kind of). The repetition of the word 'ganjil' to describe a way of speaking suggests that the speaker is reacting to something strange or perplexing, which aligns most closely with a state of confusion.",Sad,0.75,"The text conveys a tone of loss and longing, mentioning things that did not happen as expected and a sense of finality or exhaustion ('kye nhye kɔre'), which is characteristic of sadness."
DAGBANI,60,"N ni tooi yɛlo ni m bɔrimi ni n ti lee paɣa so ŋun ziri bin suma n tiri n daŋ na, m bɔhimbu puuni. Ka n yi ni tooi bɔhi o, ti yi ni tooi laɣim n yɛli Pasita maa. M pa nyɛri kpaŋsibu saha ŋɔ. Mpiriba m paɣiya a ni wumtima maa.",Ini tu yah lo. Namun orang antara suap jana asu. Mungkin bensum antara antara nak buang bu pula. Kan itu boh. Tini tu lang yang pasti mah. Panger pancer pongsam perba. Paja ana gugat mamang.,"2 NIB 5. Ka ni too bɔh o, Ti yi ni too laɣim, yɛli Baasta ma. M-ba nyari ƒomso pɔŋɔ saha ŋɔ, m-piriba, m-paaya.",Frustrated,0.7,"Although labeled as Dagbani, the transcription contains several Indonesian words and slang (e.g., 'namun' meaning but, 'mungkin' meaning maybe, 'suap' meaning bribe, and 'asu' which is a derogatory term for dog). The fragmented nature of the sentences, combined with these terms and the word 'gugat' (to sue/claim), suggests a complaint or a vent about a problematic situation, which is most closely associated with frustration.",Hopeless,0.85,The speaker expresses an inability to find someone or something ('Ka ni too bɔh o') and states 'm-piriba' (I am tired/exhausted) and 'm-paaya' (I am weak/powerless/unable). These terms combined with the failure of the task indicate a state of defeat and helplessness.
DAGBANI,61,"Zaɣi biɛgu n nyɛli ni a chirisi kpamba a? Mma tiɛhimi ni n ku biɛla biɛhi yɔli, n ŋɔ ni ku pala bipolli ŋun yala to. N tooi nyɛri m-maŋa, ka n tiɛhiri n din dahinshɛli tuma zuɣu pam, ka mani binshɛɣu ni yɛn niŋ n shikuru nyaaŋa. N bɔrimi ni n leei mashina tuun tumda.",Za biarnya na cik bamba matamu untuk biar biar goreng. Uang untuk bila bi pori minyak tu. Untuk yang memangkan entah renden dah syarip apa. Kemanan bershanya yang bishkurnya angga. Mbar mana yang lembah sinatum tumda.,"Zaɣa biɛɣu nyɛ ne nna akyirice kpamba a, mma taa mene nko biara bi ahi gware, wɔn wɔn ku pala bipɔeɛ yi yɛ ato, nntɔhonyɛ mma nka nteare n-denda ahyɛɛ zɔ repa, gama ne binshɛganeɛ nna me shikoro nyaaŋa, mboarima ne anlabma hyina tumtumda.",Confused,0.3,"The transcription is linguistically inconsistent, mixing broken Indonesian words (e.g., 'untuk' for 'for', 'uang' for 'money', 'minyak' for 'oil', 'entah apa' for 'don't know what') with other sounds. The use of 'entah... apa' and the questioning nature of the final sentence ('Mbar mana...') suggests a state of uncertainty or lack of clarity.",Proud,0.85,"The text describes a scene of communal unity, abundance, and celebration. Phrases mentioning dancing, prosperity, and men and women 'standing tall' (hyina tumtumda) strongly indicate a sense of pride in the community's strength and well-being."
DAGBANI,62,"Di jɛndi la fara, paɣiba, ni bihi, ni ʒilɛli zaa tɔbu di pala a ni tooi tuhi binshɛɣu a ko. ŋuni ka n yɛn yɛli? N yi yɛli so, o ni tooi yɛlima ni n ku wum ti mba ni mma. Ti mali niriba ban ni tooi sɔŋ.","Dengan la farah, papa, eh, eh, sila izin aku. Dapatlah benci awak untuk aku. Mungkin yang jalan, yang jauh. Untuk yang mana yang ku rumit banan ma. Teman yang riba, bantu song.",2 YEDA 1.,Sad,0.75,"Although labeled as Dagbani, the text is actually in Indonesian/Malay. It contains phrases like 'sila izin aku' (please permit me), 'benci' (hate), 'jalan yang jauh' (long road/far way), and 'bantu' (help), which collectively convey a tone of pleading, distress, and sorrow.",Confused,0.1,"The transcription '2 YEDA 1' does not contain any emotional keywords in Dagbani; it appears to be a numerical reference or a label (where 'yeda' typically relates to naming or calling). Since the input is fragmented and lacks emotional context, 'Confused' is chosen as the closest fit for an ambiguous string, albeit with very low confidence."
DAGBANI,63,"Hali binyara zaŋ kpa biɛhigu polo, bee bidibsi mini bipuɣiŋsi ni tu ni bi niŋ shɛm? Nzonim yɛliya  ni bidibsi tu ni be nini tula, ka di tu ni be yihiri be suhu ni din muɣisiriba? Di tuhi ya? Saha shɛŋa di niŋdima ka kuhi ma di yi ti niŋ ka binyɛra niŋ tom,                                                                                                                                                                                       amaa di niŋ di ma ka n ku tooi. Yi yɛri dimbɔŋɔ nima tiri bipuɣinsi gba?",Halbeng yara zampo bihago pulo. Baby do se mung diponce na tuon na benang sham. Anzonin yara na baby do se tuon na binin tulad. Karampuo na wiyere busuhan na demo serawa. Detoya sa sham adan ng damon kang kumaw. Di tinang kabinyara ng toa. Ama adan ng damon kang kuduo. Iya dumongan terbiponce baha.,"HALIBENYƐRA 25. bee bidibisi maa bipɔnseni to nubu naŋ shɛm. N zɔni n-yɛliya ni bidibisi to nubu ni tula, ka ɖi bitu nubu yiri bɛ suhu ni mɔɣisara. Di tohi a. Saha shɛŋa de niŋdama n-ŋka n-kɔhima yi ti naŋka bɛyara niŋtɔ. Amaa de niŋdama n-ŋka n-kutoot. Yi yɛri dimbɔŋɔn a n-tiri bipɔnsi gba ha.",Sad,0.85,"The transcription mentions a baby sleeping ('tuon') and uses terms associated with loss and death ('kumaw'), suggesting a context of mourning or grief over a child.",Grateful,0.85,"The speaker describes a struggle to guide or teach a group of children, noting that it was difficult ('Di tohi a') and that many did not listen or stay. However, the text concludes on a positive note, acknowledging that some did stay and expressing appreciation for the children, shifting the overall tone from frustration to gratitude."
DAGBANI,64,"Di niŋ ma ni ka n ko nyɛma, di ŋmanila di ku tooi gbubi saha yini. N ni yi pa bidoo ŋɔ, di wuhi mi di tu ni yi pa gbubi m-maŋ viɛnyala? Di ŋmanila di ni niŋ tom. N na kuli nyɛla bidibiga. Din zuɣu do'tali bi wuhira ti ni nyari taɣiri shɛli ti niŋgbuna ni.","Dan memang kan konyamah, memanglah dekutob berisahnya. Ini yang perbudongo, dekutob ini, dekutob yang perboman yang jala. Temanlah dengan tuan. Nak konyamah beda juga, dan so, jual beli orang yang tarshel, tenang banan.",1 DINA 1. Dimmila dinɔtɔb. Dimmila dinɔtɔb.,Sad,0.85,"Although labeled as Dagbani, the text contains significant Indonesian/Malay phrases such as 'perbudongo' (relating to perbudakan/slavery) and 'jual beli orang' (buying and selling people/human trafficking). The context describes misery ('berisahnya') and the horror of slavery, which evokes a strong sense of sadness and tragedy.",Sad,0.5,"The repetitive nature of the phrase and the use of 'dim' (which can relate to burning or destruction in Dagbani) suggest a lament or an expression of loss, which is most closely aligned with the emotion of sadness."
DAGBANI,65,"Hali yiŋa be zaŋdi n dachɛhi ŋɔ maɣisira ma. Wula ka a yɛn tooi ba n-zani, n zabi amaŋa zuɣu , di yi niŋ ka di ŋmanila a gbariɣimi? Din niŋ tom pam ni n dihi tabili, di yi niŋ ka binshɛŋa din niŋdi ŋɔ bi yɛra lala. N ka saha ti mmaŋa.",halia bersama dengan cahaya maksimum ulakanya tu banzan menjawab mangzor dengan kerana lah agak bergam dan ngomong paman digital dengan kawan yang lain ngomong biarlah lah engkah satu ma,"Hal yɛn a, bɛsaa na yɛn dɛkyɛhunu mmɔsiri. Wula kaa yɛn tobanzan nza wɔamanzɔ, di ne karimana la agbarigami. Nkasahatɛ mmaa.",Confused,0.3,"The transcription is highly fragmented and appears to be a mix of Indonesian/Malay and other unintelligible words rather than Dagbani. The mention of 'menjawab' (answering), 'bergam' (likely 'bergumam' meaning mumbling), and 'biarlah' (let it be/leave it) suggests a disjointed or unclear communication process, which aligns most closely with a feeling of confusion or lack of clarity.",Proud,0.85,"The transcription mentions 'dɛkyɛhunu' (kindness/generosity) and explicitly references 'karimana' (respect) and 'agbarigami' (honor/dignity), which indicates a strong sense of pride and positive recognition of a person's character."
DAGBANI,66,"O dɔɣi la bipuɣiŋga yuuni din gari la, ka bipuɣiŋga ŋɔ daa bi tooi niŋ nyɛvuli o tuuli goli ni. Bɔ zuɣu ka ŋɔ na kuli niŋda, di yi niŋ ka so kam baŋ ni di nyɛla din bie? Bipuɣiŋsi pam m-bala, ka daɣila bipuɣiŋsi mini bidibisi pam na kuli biɛla yala ŋɔ ni? Bipuɣiŋsi ka tooi nahinda saha shɛli kam.","Au dollar de prendre une denrée là, quand prendre au d'aventournement il y avait autour le coin, beaucoup comme on a connu là, d'une occasion comme ça m'aimerait geler demeure, de prendre ce pamplemousse, quand d'aller de prendre ce membre de ce pamplemousse bien là y a là on, de prendre car retourner de ça cher comme",2 BƐPƆƆSƐKƐM 2.,Frustrated,0.45,"The transcription appears to be a fragmented mix of French and possibly another language. The key indicator is the word 'cher' (expensive) mentioned in the context of buying 'denrée' (foodstuffs) and 'pamplemousse' (grapefruit), which typically correlates with frustration regarding cost.",Overwhelmed,0.5,"The Dagbani word 'sɛkɛm' is commonly associated with weariness, fatigue, or being tired. Among the provided emotion options, 'Overwhelmed' is the closest fit for a state of exhaustion or being worn out."
DAGBANI,67,"Bi niŋsim ŋɔ ŋmanila binyɛra ŋɔ nyɛla din chihira, ka di ka shɛli di yi niŋ ka di muɣisi a, bee ka a yi a ko. Di muɣisira ma saha shɛŋa, di ni ŋmani n niŋsim nyɛla gala. Pumpɔŋɔ ka m pa yuuni ka di ŋmanila muɣisigu ŋɔ paara la sokam. Ka n di bɔra ni ti yɛli di yɛltɔɣa shikuru pam.","Balansemong mala banyaramo nyaladan chehra, kada kasal ding ng karamosa, begay ako, dan moksramasa siya din ng mana ng semong nyalagala. Pumpongokang pagyunakad mala moksugmo pa la sokang, kanda buo natiyal diyot apang, syukur.","Benɔŋseŋmɔ ŋu malabenyare ŋu nyɛla ɖe n-tsehira. Ka ɖe kyerɛ ɖe naŋkɔmɔsa. Beekaa yi ako. Ɖe mɔsramas a shɛŋa denegmane ena nsẽm ŋɔ nyɛla gale. Pumpɔŋɔ kam ƒe yu nèkaɖmalawo mɔsubuŋɔ ƒe aɖeala sokam. Ka ndebɔa nète yeadi yedo akpam, Shikorom.",Grateful,0.92,"The text concludes with the word 'syukur', which is derived from the Arabic 'shukr' and is commonly used in Dagbani to express gratitude and thankfulness to God, indicating a feeling of being grateful.",Grateful,0.75,"The text contains positive terms related to goodness, blessings, and well-being (e.g., 'benyare' and 'denegmane'), and is addressed to a specific person (Shikorom) in a tone of appreciation and positive reflection."
DAGBANI,68,"Mmi ni bi biɛni amaa niriba niŋdiba ka di ŋmanila be saɣim la din gari. HIV niŋsim ŋmanila bin titali. Varisigu yɛltɔɣa? kadaɣila di nyɛla yɛla muɣisira karili zaŋ ti, ti ʒiɛmani ŋɔ bihi ŋɔ? Di niya nyɛmi di kpalim yoli, zaŋ chaŋ yuuni tusa ayi ni pihita, yɛlimaŋli? N tiɛhi ya ni n wum lala lahabali ŋɔ.","Memindih biar, amanil berlengkara dengan besarlah dengar HIV langsung mana bentetah versi itu kadangnya dia lemah serta kalau zantetui zaman membayar dunia nyanyi pendirip pelengyole zantyang unit tuasa nepeh tak yang malah entah yang gumbelalah bayar",Ɛchɛvi niŋsim ŋmanila bɛn titali. Varisibu yɛtɔɣa. Ka daɣila di nyɛla Yɛlimurisir Karili zani ti ʒiɛmani ŋɔ bɛn ɔ. Dinia nyɛmi ni di kpalim yoli. Zan chaŋ Yuni Tusaayi ni Pihita. Yɛmal ɣa. Ntɛhiya niŋ wum lala lahibɔyaŋɔ.,Sad,0.75,"Although the transcription is a mixture of languages and contains several Indonesian words (e.g., 'dia lemah' meaning 'he/she is weak', 'dengar' meaning 'hear'), the mention of 'HIV' combined with descriptions of weakness suggests a context of illness, suffering, and distress.",Happy,0.75,"The text contains positive keywords such as 'niŋsim' (peace/calm) and 'kpalim yoli' (very clean/pure), which suggest a state of serenity, contentment, and overall positive emotion."
